,id,photo,text,tags
913,1172,photos/photo_914@28-11-2022_15-00-44.jpg,"Comedians from Innopolis and Kazan will tell new jokes, and Bar 108 will prepare drinks for a pleasant evening. Starring:

- Asanali Fazylzhan
- Kamil Foatov
- Inga Ezhova
- Pavel Mordvinov
- Olga Prokofieva
- Ivan Dudkov

📌30 November, 19:00
🏠Arstpace, Bradbury Hall
👉Get your ticket 🔥18+",
914,1173,photos/photo_915@28-11-2022_16-49-50.jpg,"1. Data Warehouse: 2. E-commerce:3. Innovation: 4. Supply chains: 🏆Winning prize: 300 000 rubles, internships, and more!

👥Team capacity: 3-5 members
📌Register by 30 November
👉Learn more ","['Contest', 'Business']"
915,1174,photos/photo_916@29-11-2022_16-28-50.jpg,"As part of the 10th Anniversary celebrations we offer a fantastic space for you, where you can craft out your own souvenir with IU stylistics!

On the top of that you will be able to meet some labs and scientific centres, ride a drone, cook deserts, try swordfighting, Just Dance, and more!

Each crafts station can serve 20-40 people, don't miss out!

📌3rd December, 14:00
🏠Reading Hall, 3rd floor",['Party']
916,1175,photos/photo_917@30-11-2022_10-07-43.jpg,"You'll learn more about CQRS, find out how to organize monitoring and sell the docker to security, and also learn about the backend in IoT.

You will be able to chat live with experts from Huawei, Tinkoff and Tibbo Systems, discuss work problems with colleagues, and spend an interesting and useful weekend.

📌December 3, 13:00 
🏠Technopark n.a. Lobachevsky, coworking.

👉Learn more  
👉Register 👉Online ","['Seminar', 'Workshop']"
917,1176,photos/photo_918@01-12-2022_11-30-40.jpg,"📣 🔥In order to succeed, a great business idea needs a great business model, and they're not the same thing. That's why we're going to explore the keys of Business model canvas which is tool that could help you building an infrastructure that won't collapse as your business begins to grow.

👤Ahmed Abid - First year Bachelors student who enjoy challenges and always open for new ideas
📌 December 4, 6 pm, room 314
👉 Register ","['Startups', 'Seminar', 'Workshop', 'Business', 'Lecture', 'Conference']"
918,1179,photos/photo_919@03-12-2022_18-31-40.jpg,"🔥  
You're welcome to the talk show with IU people: Manuel Mazzara, Stas Protasov, Evgeniy Serochudinov and Andrejs Blakunovs and afterparty with competitions, prizes, buffet and DJ!",['Talk']
919,1182,photos/photo_920@04-12-2022_16-08-00.jpg,"

🔥 Meet top news of this week

1. Innopolis students' participation in the Russian 2.  from the Hackathon to celebrate the university's 10th anniversary
3. How students  the birthday of Innopolis University

👉 If you have any news you would like to share, please send it to the .",
920,1183,photos/photo_921@04-12-2022_17-05-03.jpg,"📣 🔥In order to succeed, a great business idea needs a great business model, and they're not the same thing. That's why we're going to explore the keys of Business model canvas which is tool that could help you building an infrastructure that won't collapse as your business begins to grow.

👤Ahmed Abid - First year Bachelors student who enjoy challenges and always open for new ideas
📌 Today, 6 pm, room 314","['Seminar', 'Startups', 'Workshop', 'Lecture', 'Business']"
921,1184,photos/photo_922@05-12-2022_10-37-45.jpg,"📣Kila (called """") is the traditional old-Russian game in which two watagas () try to bring the large leather ball into the opponent's ""city"" (a special zone of the playing filed).

If you want to have fun, wallow in soft snow together with your opponents (or teammates if you are not so lucky), you are welcome!

🔸 3 sports hours
🔸 a good mood)

📌 Watch  to get more information about Kila rules.

🏠Football field
📌Saturday, December 10, 12:00

👉 Registration: 📎 RAGE channel: 👤Questions: ",['Sports']
922,1185,photos/photo_923@05-12-2022_13-38-58.jpg,"🔥 If you are creative or just interested in digital art and making artwork using digital technology and you're between 16 and 35 👉  16 - 18 December
🇷🇺 Event Language: Russian
➡️ Learn more ",['Language Learning']
923,1186,photos/photo_924@06-12-2022_09-58-27.jpg,"📣The main ambassadorial mission of December is our University presentation to your school. Moreover, ambassadors take part in student selections and admissions process, open days, streams, interviews, and more!

If you have already been invited, we will be happy to help with the materials, as well as reward you for your activity.

👉If you want to apply to become an ambassador, please text ",
924,1187,photos/photo_925@06-12-2022_14-20-07.jpg,"📣 A will come to Innopolis, and for the WEGs club he will hold a master class on cooking . 

📌 December 7, 15:00-18:00
👉 More details ✅ . The number of places is limited.",['Master Class']
925,1188,photos/photo_926@06-12-2022_18-00-01.jpg,",

🎄The New Year is coming soon, so let's get together and experience the magical miracle of the New Year. 

We invite you to take part in the following activities:

8 Dec - The launch of Secret Santa
9 Dec - Christmas toys workshop
20 Dec - Christmas biscuits workshop
23 Dec - New Year Party
27 Dec - Global New Year
28 Dec - Christmas film watching

⛄️Stay tuned, information will be coming soon!",
926,1189,photos/photo_927@07-12-2022_13-40-39.jpg,"📣• Cluster of the year (Innopolis Technoparks)
• Festival of the Year (Innopolis Birthday)
• State figure of the year (Ruslan Shagaleev)
• Corporation-philanthropist (Kazan Express)
• Manager of the Year (Linar Khusnullin from Kazan Express)
• Communication of the Year (Innopolis Marketing Team)

👉",
927,1191,photos/photo_928@07-12-2022_15-43-11.jpg,"📣The competition is held on the initiative of the Ministry of Industry and Trade of the Russian Federation, which aims at training a new generation of personnel for the digital industry.

🤩
💵Cash prize 
🎁Innopoints
💰Additional points for an increased scholarship
✈️A trip to the finals to Gelendzhik

- Join the telegram - Pass the entrance testing
- Receive special training

- Students under 21 
- Russian-speaking participants
- Who has not participated in the Cyberdrome in previous years

👉More information on the ","['Contest', 'Cybersecurity']"
928,1192,photos/photo_929@07-12-2022_18-10-04.jpg,"📣 —!

The perfect opportunity to get acquainted with both different dance styles at once! 

— master classes from choreographers of dance clubs;
— performances from all wishing;
— watching the final of TV dance (Танцы) show live! 

🍕 Pizza-breaks 
🎁 Merch draw 
🎥 Photo/video/atmosphere
📌 December 17th at 18:00
🏠 Innopolis University, 1st floor

👉 Follow the news in clubs' channels:  and .","['Dance', 'Programming']"
929,1194,photos/photo_930@08-12-2022_12-30-27.jpg,"🌲🦌🦌❄️

🤶Secret Klaus is an event where participants (students and staff) are randomly paired up and exchange Christmas gifts. 🎁

🎉Let's play this magical game together!
👉  sign up in special  and our wizard will tell you all the rules of this Christmas game. 

❄️ See you soon, friends. Ho-Ho-Ho!

",['Game']
930,1195,photos/photo_931@08-12-2022_14-00-46.jpg,"1️⃣ Qualifying stage - 3 to 18 December 
2️⃣ Selection round - 4 to 16 January 2023
🏆 Final round will happen at VK Moscow office in February 2023

✅- Engine (sports programming) 
- Mobile (iOS and Android development)
- ML (machine learning)
- Go 
- JavaScript

🏆The prize fund is 4 000 000 roubles
🎁E-certificates, nice gifts and branded merch

👉🏼 ","['Programming', 'Machine Learning', 'Contest', 'Sports', 'Internship', 'Hackathon']"
931,1196,photos/photo_932@08-12-2022_16-02-03.jpg,"•  Senior Lecturer at the Department of Computer Science of Birkbeck University of London;
•  Academic positions previously at University of Oxford, Brunel University, Free University of Bolzano, University of Rome ""La Sapienza"", University of Rijeka;
•  MEng in Electronic Engineering (1999);
•  PhD in Computer Engineering (2003);
•  Research interests: database theory, web data extraction, Semantic Web, ontological reasoning and, more recently, neuro-symbolic AI.

","['Computer Science', 'Artificial Intelligence']"
932,1199,photos/photo_933@11-12-2022_09-01-58.jpg,"🌲🤶Secret Klaus is an event where participants (students and staff) are randomly paired up and exchange Christmas gifts. 🎁

🎉 To take part in this magical game apply in special  and our wizard will tell you all the rules of this Christmas game. 

❄️ See you soon, friends. Ho-Ho-Ho!",['Game']
933,1200,photos/photo_934@11-12-2022_16-45-50.jpg,"

🔥1. The Innopolis University team  the finals of the World Collegiate Programming Championship - ICPC 
2. ISD team  at the Kazan`s festival ""Go Dance""  
3. IU students  with a representative of the Consulate General of the Republic of Uzbekistan 
4.  at the Day of International student creative festival

👉 If you have any news you would like to share, please send it to the .",['Programming']
934,1201,photos/photo_935@12-12-2022_17-17-27.jpg,"Cooking battle is a place where you can try yourself in something new. Task:to cook and to servea dish. In process, you will have some  💪

We are also looking for  - those who will help make this event at the  😎

 to participate

🎁There will be prizes for winners, certificates for participants and points for volunteers)

👉 To become a , !",
935,1202,photos/photo_936@13-12-2022_12-21-45.jpg,"They will play music from popular and favorite films, for example, the mono-opera from The Nutcracker (Щелкунчик), Let It Snow, Carnival Night, etc.

📌Today, 19:00
🏠Artspace, Bradbury Hall
👉Buy a ",['Music']
936,1203,photos/photo_937@13-12-2022_14-01-54.jpg,"📣The first semi-final of the World Cup between Argentina and Croatia will be streamed in ArtSpace today. And Bar 108 will brighten up your evening.

📌Today, 22:00
🏠Artspace, Bradbury Hall
✅Free entry",['Sports']
937,1204,photos/photo_938@14-12-2022_11-24-37.jpg,"📣-  Completed PhD studies in Probability and Statistics in 2019;
-  Teaching Probability and Statistics at the Department of Mathematical Statistics, Lobachevsky Institute of Mathematics and Mechanics, Kazan Federal University since 2020;
-  ‘Teaching is guiding students into the world of knowledge’, says Sofya. View her teacher’s way  (in Russian);
-  Learn more about Sofya  (in Russian).

",
938,1205,photos/photo_939@14-12-2022_18-10-07.jpg,"🧁☕️ Friends, we invite you to take part in warm and delicious cooking class. 
Make your own biscuits and enjoy the magic atmosphere of friendship, happiness and fun. 

💞 Meeting on December,18 at 10:30 in canteen on the 2nd floor.
👉 Register ",
939,1206,photos/photo_940@15-12-2022_12-00-43.jpg,"📣
Prepare your research project on the topics of engineering, natural sciences, mathematics and information technology and write a research article. 

❗️Deadline: December 29
👉 For more information ",
940,1207,photos/photo_941@15-12-2022_14-00-24.jpg,"👑
We invite the most pretty, intelligent and talented girls to take part in the stunning Miss Tatarstan beauty pageant. 
Сome to the casting and become the first beauty of Tatarstan.

💎Qualifying day: 17 December 2022
💎 Final competition: 27 January 2023

➡️ More information 
👉 Join to the 
👤For registration & questions: ",['Contest']
941,1208,photos/photo_942@15-12-2022_15-02-00.jpg,"Although he often visited us, but now for the first time he will give a solo concert.

Artur Shamgunov - participant of outside Stand-up, Stand-Up on TNT, showman of TOP 10 KAZAN.

📌Today, 19:00
🏠Artspace, Bradbury Hall
👉a ticket
🔥18+","['Concert', 'Music', 'Programming']"
942,1209,photos/photo_943@15-12-2022_16-00-56.jpg,"📣: Master classes from the two clubs and dance performances will be brought to you. Masterclasses will give you the opportunity to learn the basics of different styles. You will be able to participate in performances both as a spectator and as a participant!

👉Sign up to participate in performances by texting 

⚡️Merch raffle among participants 
🍕Pizza breaks

📌 December 17th at 18:00
🏠 Innopolis University, 1st floor","['Programming', 'Dance', 'Master Class']"
943,1210,photos/photo_944@16-12-2022_09-02-01.jpg,"Together with the Bazzar project we will learn how to make cocktails and dance to the music from r0mns and Nick Wanna!

📌Today, 20:00
🏠Artspace
👉Register 🔥18",['Music']
944,1211,photos/photo_945@16-12-2022_18-01-15.jpg,"🌟🎉🎉🌟

We invite you to our amazing !

- Gifts from Secret Klaus
- Christmas photozone
- Amazing Disco

🎄23 December, 18:00
🏠Reading hall 3d floor 

👉 For volunteering apply ","['Music', 'Volunteering']"
945,1212,photos/photo_946@17-12-2022_14-15-13.jpg,"📣18.00 — Social Dance Master class
18.50 — Street Dance Master class
19.40 — Performance show
20.00 — Merch raffle
20.10 — Dancing 🕺 💃

We will have pizza breaks between sections 🍕 

📍 Innopolis University, 1st floor
❤️‍🔥 Everyone is welcome",['Dance']
946,1213,photos/photo_947@17-12-2022_17-30-28.jpg,"🌲🤶 Friends, after your registration in innoclaus_bot you received your friend's name and his special wishes for a New Year present. Let's remember the rules of the game. 

1️⃣ You need to prepare the best present for your friend 🎁

2️⃣ Bring it to office 319 by  (inclusive).
Don't forget to put a postcard with nice words and sign to whom the gift is intended.

3️⃣  be ready to have fun and receive your gift at the  🎉INNO NEW YEAR PARTY🎉

4️⃣  If you are leaving early, you can pick up your present on  at office 319.

 ❄️ Have a nice weekend. See you soon",['Game']
947,1214,photos/photo_948@18-12-2022_19-00-02.jpg,"

🔰 This week came the final exams for Innopolis students. 
But even in this difficult time, we were able to find opportunities to spend time with friends at events and workshops. 

🌟 Let's remember the  of the week",
948,1215,photos/photo_949@19-12-2022_11-30-39.jpg,📣,
949,1216,photos/photo_950@19-12-2022_15-37-01.jpg,"Platform ""Mobile University"" is an experimental platform for students of schools and universities, where they can develop creative skills for free, master modern professions and launch their own projects. All supervising programs involve the participation of Russian companies, such as MTS, Sberban, 2GIS and others. 

Now, the platform has been launched in test mode in 8 regions of the country with the participation of 110 resident companies in 14 areas of study.

👉For more information go .
👉To register on the platform go .",
950,1217,photos/photo_951@20-12-2022_09-53-33.jpg,"🎄📣Let's celebrate the diversity of our university by sharing with each other the traditions of celebrating the New Year in our countries.

🎇We'd like you to share with each other traditions of your country and how you celebrate New Year. How you'd like to do it - maybe you'll make a presentation or cook something - is up to you! 

🎤Second part of the celebration will be karaoke. But not a usual one. Representatives of different countries will send their traditional songs and people from other countries will try to sing it. 

👉To sign up for this event, use this . Deadline - 22 December (Thursday).",['Music']
951,1218,photos/photo_952@20-12-2022_16-01-32.jpg,"📣Comedians from Innopolis and Kazan will tell new jokes, and Bar 108 will prepare drinks for a pleasant evening. Starring:

- Kamil Foatov
- Arina Yunusova
- Pavel Mordvinov
- Olga Prokofieva
- Albert Shad
- Ivan Dudkov

📌22 December, 19:00
🏠Arstpace, Bradbury Hall

👉Get your tickets 🔥18+",['Programming']
952,1219,photos/photo_953@20-12-2022_18-02-10.jpg,"📣You need means for an innovative startup, internship in your dream company or purchase of equipment for launching your project? Then this chance is for you! 

💼 for students of 3-4 year
💵 size of the grant - 300 000₽
👤 number of grants - 30
👉 for more information about the grant go 📃Fill in the  here until 1 February 2023 and wait for the results in March 2023

📌If you have any questions, please address them to ",['Startups']
953,1220,photos/photo_954@21-12-2022_18-01-30.jpg,"Competitions in programming, robotics, virtual reality, web design, network technologies, 3D modeling, information security, mobile application development and other areas.

Students and PhD students

⏰ registration for the event from January 1st until February 28th 2023 
🇷🇺 official language of the event is Russian
📌 more info ","['Programming', 'Computer Science']"
954,1221,photos/photo_955@22-12-2022_17-23-43.jpg,"📣Do you enjoy creating new things and want to help thousands of people?
Take part in the ""Unlimited Opportunities"" program - collect your own or join already an existing inclusive team and create an innovative technology project, aimed at improving the quality of life of people with disabilities.
Even if you have not done your own project before, our experts and video tutorials will help you to bring your ideas to life!

👉To register in the program go .",['Programming']
955,1222,photos/photo_956@22-12-2022_19-34-07.jpg,"‼️💃New Year Party - 23d December 6pm
Let's dance like there's no tomorrow and of course exchange secret Santa gifts! 
Location: reading hall 3d floor

🌍🎄Global New Year - 27th December 4.30pm
Let's share the traditions of our countries with each other and sing songs in different languages! 
Location: reading hall 3d floor

🎥Christmas Film Watching - 29th December
Let's watch best Christmas movies and eat popcorn!
Location: reading hall 3d floor","['Party', 'Dance', 'Music']"
956,1223,photos/photo_957@23-12-2022_17-25-18.jpg,"🌟🎉🎉🌟

We invite you today at 18:00 to our amazing INNO NEW YEAR PARTY!

- Amazing Disco
- Gifts from Secret Klaus
- Christmas photozone

🏠Reading hall 3d floor","['Music', 'Party']"
957,1224,photos/photo_958@25-12-2022_16-45-04.jpg,"Attend a mini-course with WEGs, where you talk about the health of students, what is stress and how to cope with it!

Also, everyone who registers for the course will be able to get a free  with a Certified Nutritionist!

📌Participation is free
📌Today, 19:00
👉Language: Russian",
958,1225,photos/photo_959@25-12-2022_18-10-15.jpg,"🎄1. ISD team  in the national MoveUp Dance Contest - 2022 
2. Hot  by WEGs 
3. Final semester  of UI student clubs
4.  at Innopolis University

👉 If you have any news you would like to share, please send it to the .","['Dance', 'Contest']"
959,1227,photos/photo_960@27-12-2022_13-01-53.jpg,,
960,1228,photos/photo_961@28-12-2022_17-01-14.jpg,"🎄🎥, 11:00 - Сartoon Rise Of The Guardians 
12:30 - How the Grinch Stole Christmas 
14:30 - Ёлки (Christmas trees) 1 part 
16:00 - Ирония судьбы (Irony of fate) 
18:00 - Home alone 1 part 
20:00 - Harry Potter and the Philosopher's Stone","['Music', 'Concert', 'Programming']"
961,1229,photos/photo_962@29-12-2022_12-39-23.jpg,,
962,1230,photos/photo_963@29-12-2022_14-15-03.jpg,,
963,1231,photos/photo_964@29-12-2022_15-45-04.jpg,,
964,1232,photos/photo_965@29-12-2022_17-45-03.jpg,,
965,1233,photos/photo_966@29-12-2022_19-45-03.jpg,,
966,1234,photos/photo_967@30-12-2022_15-04-03.jpg,"🎄

Сome to the celebration with all the inhabitants of Innopolis on December 31, 20:30 at the Fair Square!
Program includes:
- Yolo group
- DJ BubbleGum
- sparklers, mulled wine, a common table with salads

If you are looking for a company for the New Year, then join  and come together!🧡","['Party', 'Programming', 'Music', 'Job Fair']"
967,1235,photos/photo_968@30-12-2022_18-01-00.jpg,"🔥Dear Students! 
 
👉 Check out the  from our New year party 23 December.  
 
🎉 See you at the new events next year!",['Party']
968,1236,photos/photo_969@31-12-2022_10-00-26.jpg," 
 
🎄 This Christmas week we took the very last exams, relaxed and enjoyed time with our friends.  

- We learned more about traditions of different countries at the .  
- We  important things about studies and life at university. 
- And we watched Christmas films.  

💗🎊🥰 Happy New Year, friends! Thank you all for such a bright, unusual, challenging and friendly year 2022. See you all soon.

 👉 If you have any news you would like to share, please send it to the .",
969,1237,photos/photo_970@09-01-2023_13-09-07.jpg,"📣This is not a simple reading competition, but a real sport. The winners of the qualifying stages will be promoted to the finals in Moscow.

Join participants from 200 cities and 20 countries and show your skills!

👉Learn more and register !
📌January 12, 19:00
🏠Artspace, Bradbury Hall
🔥18+","['Sports', 'Contest']"
970,1238,photos/photo_971@10-01-2023_17-33-59.jpg,"📣 By participating in a six-month program («Кадровый резерв») you will be able to:
• pass a modern developmental program for free, which
will help you create an individual development plan and determine your key skills;
• participate in powerful networking, find like-minded people and mentors who will help you to realize yourself faster;
• undergo an internship in organizations in the field of state youth policy.

The best participants of the project will become part of the regional branch of the Russian public-state movement of children and youth ""Movement of the First"" to develop projects in the Republic of Tatarstan!

Students between the ages of 16 and 35 who live in Tatarstan.

👉Register ‼️Deadline - 3d February",['Programming']
971,1239,photos/photo_972@16-01-2023_16-23-31.jpg,"📣🔸Russian student Olympiad “Infotelecom” is an annual Olympiad for bachelor students of 3-4 year, who major in Information and Computer Technologies.
🔸The main goal of the Olympiad is to identify students showing a high level of professional competencies in deepening knowledge in educational programs and motivated for professional development.

💵Winners of the Olympiad will get a grant of the President of the Russian Federation – 20 000 rubles a month until the end of their studies. 

Olympiad include 2 stages:
1)  Preliminary round – until February 15th
2)  Final round – March 2-3

👉More information ","['Olympiad', 'Computer Science']"
972,1240,photos/photo_973@17-01-2023_17-44-53.jpg,"📣 Student Lounge Zone is a place with different stations and cozy atmosphere  Join us for fun activities and socializing after the New Year holidays.

- Board games
- Twister
- Swordfighting
- Badminton
- Just Dance
- VR activities
- Art therapy zone 
- Sweet treats

📌20 January18:00
Reading hall 3d floor",
973,1241,photos/photo_974@20-01-2023_12-01-30.jpg,"📣  Join us for fun activities and socializing after the New Year holidays.

- Board games
- Twister
- Swordfighting
- Badminton
- Just Dance
- VR activities
- Art therapy zone 
- Sweet treats

📌 Today18:00
 Reading hall 3d floor",
974,1242,photos/photo_975@20-01-2023_15-05-29.jpg,"📣 Call for the  is opening next week. 

🗺 Don't miss the ! 

- Test your knowledge about different countries;
- Learn more about student exchange;
- Enjoy pizza and a great company! 🍕🍕🍕

🗓 January 24
🕕18:00
📌room 313

👉 register ","['Quiz', 'Conference']"
975,1243,photos/photo_976@22-01-2023_18-46-32.jpg," 

😊💗 Dear students. Tomorrow we will all meet at the university after the New Year holidays. We miss you all very much. And we've even put together some news for you that happened in 2023. Meet the first news this year.

- Ivan Kiselev became one of the  of the city's ""Open Mouth 2023"" championship
- at IU 2023
 ➡️ More photos  👉 If you have any news you would like to share, please send it to the .",
976,1244,photos/photo_977@23-01-2023_10-40-15.jpg,"📣 

They will tell their new jokes from the last year, and Bar 108 will prepare drinks for everyone!

📌January 26, 19:00
🏠Arstpace, Bradbury Hall

👉Get your tickets 🔥18+",['Programming']
977,1246,photos/photo_978@24-01-2023_16-00-34.jpg,"To take part, you need to prepare a folk creative performance in the language of the people living in Tatarstan (). 

💰- Vocals (solo, ensemble)
- Instrumental music (solo, band, band+vocal)
- Dancing (team)
- Artistic word (solo, team)

👉 1-15 February -  stage
💥 1-3 March - Nomination competition
🔥 15 March  - Gala concert & award ceremony

👤 For questions: ","['Programming', 'Contest', 'Music']"
978,1247,photos/photo_979@25-01-2023_12-15-04.jpg,"•   in Applied Maths, and Control and Systems Engineering;
•  Author of .

",
979,1249,photos/photo_980@26-01-2023_13-52-35.jpg,"💰Tinkoff scholarship 

Tinkoff will support 200 talented students in three areas - development, information security and analytics.

Why apply for Tinkoff scholarship?
🔸25000₽ every month
🔸Tinkoff mentor support
🔸Access to educational materials of the company
🔸Delayed offer for an internship or position in Tinkoff
🔸Tinkoff Pro subscription
 
Apply now and you can start preparing for your exams:
 - information security 
 - analytics and development

👉More information .",
980,1250,photos/photo_981@26-01-2023_16-20-09.jpg,"📣All participants will be able to choose an interesting topic of conversation for themselves at different locations.

🏠Reading hall 3rd floor
📌1 February, 18:00

👉Text   if you want to propose a topic and host the conversation.

Soon we will publish all topics!",
981,1251,photos/photo_982@27-01-2023_13-14-30.jpg,"📣 Award Ceremony for the most outstanding students (closed event by invitation only). Registration: 17:30-17:55.

«OLD’скулы свело» afterparty with DJs r0mns and Nick Wanna. We'll be dancing to our favourite tracks and lounging at the bar. Register for the afterparty 🏠 Arstpace, Bradbury Hall","['Music', 'Dance', 'Programming', 'Party']"
982,1252,photos/photo_983@29-01-2023_19-23-03.jpg," 

🌟 - Our student clubs have started to work. You can find them all on  and join in
-  2023 at Innopolis University
-  the Republican ""Student of the Year"" award
- for the most outstanding students at IU

 👉 If you have any news you would like to share, please send it to the .",
983,1253,photos/photo_984@31-01-2023_15-14-42.jpg,"📣All participants will be able to choose an interesting topic of conversation for themselves at different locations:

- Perfect Place for Living
- Personal Finances/ review ""The Richest Man in Babylon""
- Is there Happiness in our Life?
- How to Understand if it's ""Your Thing""?
- Programming Languages 
- BolTalka & playing games

🏠Reading hall 3rd floor
📌1 February, 18:30",
984,1254,photos/photo_985@01-02-2023_11-01-38.jpg,"📣 (considered for Engineering Optimization and RL elective for BS – 3 Year)

📌 today, 16:15 -17:00
📌 Room 308, hybrid mode
👉 To join, just click the link in",['Artificial Intelligence']
985,1255,photos/photo_986@01-02-2023_16-51-26.jpg,"Inno Mafia Club is hosting their final game of the month and invites you to join their live stream!

The game will happen today in room 312 at 19:00. The stream will be hosted in the meeting room 3.4. 

🔥👉👉👉",['Game']
986,1256,photos/photo_987@01-02-2023_18-14-39.jpg,"📣 We are waiting for you to discuss about:

- Perfect Place for Living
- Personal Finances/ review ""The Richest Man in Babylon""
- Is there Happiness in our Life?
- How to Understand if it's ""Your Thing""?
- Programming Languages 
- BolTalka & playing games

🏠Reading hall 3rd floor
📌Today, 18:30",['Forum']
987,1257,photos/photo_988@02-02-2023_11-18-59.jpg,"🍳We'd like to introduce a new tradition at Innopolis University - International breakfast. Every month on 2nd Saturday each country will host a breakfast. We'll eat traditional food, talk about customs of the country and play games. 

🥞11th February will have the first international breakfast. Russian students will be first hosts, cooking traditional Russian breakfast.

We invite everyone who want to help cooking and eating😋

👉If you want to assist with organizations, please fill in the . 
👉If you want to be a guest, we're waiting for you on Saturday 11th February at 11am in 2nd floor canteen. Please fill in the , so there will enough food for everyone!",
988,1258,photos/photo_989@02-02-2023_13-29-59.jpg,"Join our fun and interactive activity led by Anna Massague aimed at international students' adaptation. 

- understand a Russian soul
- finally accept Russian culture
- obtain some language tips
- learn iconic traditions and funny habits of Russians

✅After all you will be able to fit in any Russian party and feel more like Russian!

👉👉Questions: 
📌","['Language Learning', 'Workshop']"
989,1259,photos/photo_990@02-02-2023_17-15-39.jpg,"🔥This semester, two of our students from Innopolis University Adel Krylova and Roman Makarov, went for the , Sepuluh Nopember Institute of Technology!

Throughout the semester they are going to tell about their amazing experience of traveling and studying abroad in their blog. 
👉 You are welcome !",
990,1260,photos/photo_991@03-02-2023_01-08-01.jpg,,
991,1261,photos/photo_992@03-02-2023_11-45-01.jpg,"📣 On 15 March 2023 the Institute of Telecommunications and Informatics of Turkmenistan invites students, graduate students and young scientists to participate in the 1st international scientific forum «Scientific steps of young scientists in digitalization of the economy».

- «IT Projects and Technological Innovations in the Digital Transition of Industry»
- «Digital Integration of Science, Education and Industry»
- «Data Protection in the Digital Age»
- «Economic-mathematical modeling of processes and objects of digital economy»

❗️ To participate send information and presentation by  to the email address
👉 More information 🌍 Language: Turkmen, English and Russian.","['Forum', 'Conference', 'Science', 'Workshop', 'Seminar']"
992,1263,photos/photo_993@03-02-2023_17-01-55.jpg,"📣 The decoration and bar list will come straight from China. And the DJs will be playing your favourite tracks from the start of the party.

 📌 Today, 21:00
🏠 Artspace
🌟 Free entrance
🔥18+","['Music', 'Party']"
993,1264,photos/photo_994@03-02-2023_19-01-02.jpg,"🪄! 

Quiz Club is organizing ""Obliviate '23"", a quizzing event that will have questions from the Harry Potter universe only! 

The questions will feature both the Harry Potter and the Fantastic Beasts series (). But don't worry if you don't remember much of what you read/watched. There would be rounds where you will be allowed to use your magical powers!

This would be a team event. However, participants are to register individually as they will be matched with other individuals based on their house preferences.

🇬🇧 Event Language: English
📌 11 February 2023, Saturday
📌 Room 313, 18:00-19:30
📌Detailed rules and demo questions would be posted on .
👤If you have any queries or want to volunteer in question making, contact .","['Quiz', 'Programming']"
994,1265,photos/photo_995@04-02-2023_11-45-50.jpg,"🎞 Let's enjoy the evening together, see how the professionals cook and chew popcorn 🍿 WEG s invites everyone to watch a comedy about cooking

🎬  (Повар на колесах)
🕖 Today, 19:00-21:30
🎵 English (with subtitles)
👉 More details ",
995,1266,photos/photo_996@04-02-2023_15-15-04.jpg,"*static noise* *Beep* Did you know that we have an ,  in Innopolis? Well, now you now. 

Our love for the vast beauty of space, fascination by heavy engineering of rockets, and dreams of interplanetary future for humankind united us into . If your blood-pumping organ skipped a bit on one of those thing, we will be more than happy to see you at our gathering!

🗓 (5.02.23)
⏰ 📍We'll play some KSP (Kerbal Space Program), make a mission control for the launches, chat about recent advancements in space exploration. You will be shown some astrodynamics' equations that we will apply to our rocket designs! 

🚀 Make an orbital launch
🚀 Build a space station
🚀 Orbit the Mun

👉Select the most appropriate time  (We might adjust the time of the event) and don't forget to bring snacks!","['Club Meeting', 'Conference', 'Game', 'Artificial Intelligence', 'Party', 'Programming', 'Seminar']"
996,1267,photos/photo_997@04-02-2023_15-15-04.jpg,,
997,1268,photos/photo_998@04-02-2023_15-15-04.jpg,,
998,1269,photos/photo_999@05-02-2023_09-00-48.jpg,"Introduction to  (not the bar...)

We are a community that makes projects in different directions. Our main goals are development and experience. We have quite a lot of ideas in different areas such as tech, media, and design.

At the presentation we will introduce ourselves and the current projects of our team. 

Our musicians will greet you with live music and cookies (18:45), there will be songs from such bands:
• Linkin Park
• Imagine Dragons
• The Offspring
and some Russian rock.

After presentation you can meet our team personally.

Come and watch our presentation. You will know everything about us 😉

",
999,1270,photos/photo_1000@05-02-2023_17-01-06.jpg," 

👋 Hello) Have a nice weekend. Let's take a look back at this week's events.

- Movie evening, championships, trainings from our  and the start of the new 
- """" meeting
"""" friendly chatting at IU
➡️ More photos from BolTalka you can find 

 👉 If you have any news you would like to share, please send it to the ",
1000,1271,photos/photo_1001@06-02-2023_18-16-51.jpg,"Introduction to The presentation starts soon. We are already prepared everything for you.

 Our musicians will greet you with live music 🎸 and cookies 🍪
 At the event our team will introduce ourselves and the current projects. You will know everything about us
 After presentation you can meet our team personally

Come and watch our presentation 😉",
1001,1272,photos/photo_1002@06-02-2023_18-16-51.jpg,,
1002,1273,photos/photo_1003@07-02-2023_15-31-08.jpg,"💗 The day of love in Innopolis University.
Is there anything more beautiful than  in the world?

Let’s spend a great time with  or meet .

Student Union & 319 team invite you to the event in.

How to feel love on Inno St.Valentines Day?

💌 send your beloved a 📷 take a  in the love zone 
👥 go on a line challenge 
🎤 listen to romantic songs and poems at the 🎬 watch a  and enjoy the company of loving hearts

🗓 , Tuesday
⏰ ",['Music']
